	Title	Location	Company	Salary	Synopsis	days since post
906	Control Systems Engineer	Houston, TX	Siemens	NaN	            Knowledge of Siemens Small Gas Turbines. As a global technology company, Siemens is rigorously. Siemens sets the standard for excellence in power generation,....	30+ days ago
907	Marine CFD Applications Engineer - Advanced	Houston, TX	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	20 days ago
908	Software Engineer - Meshing / Surface Preparation	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	Nan
909	Software Engineer-STAR-ICE	Nan	Siemens	NaN	Siemens PLM is looking for a Software Engineer to join the STAR-ICE. As a global technology company, Siemens is rigorously leveraging the advantages that this...	Nan
910	Area Sales Professional-Central Region Industrial Water/Wast...	Dallas, TX 75261	Siemens	NaN	Siemens US Talent Acquisition. Siemens encourages qualified long-term unemployed individuals to apply for open positions....	2 days ago
911	Cloud Software Engineer PLM - Milford, OH or Plano, TX	Plano, TX	Siemens	NaN	            At Siemens, every Software engineer has the opportunity to. As a key member of the Innovation and Research team, you will have the unique opportunity to shape...	7 days ago
912	Product Line Manager - Power Systems Software	Houston, TX	Siemens	NaN	            Proposal management for the Siemens PTI US Software Business. Manage a variety of marketing activities for the Siemens PTI US Software Business....	7 days ago
913	Control Systems Engineer	Houston, TX	Siemens	NaN	            Knowledge of Siemens Small Gas Turbines. As a global technology company, Siemens is rigorously. Siemens sets the standard for excellence in power generation,....	30+ days ago
914	Technical Product Manager Advanced, STAR-CCM+ SaaS solutions	Austin, TX 78750	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	7 days ago
915	Marine CFD Applications Engineer - Advanced	Houston, TX	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	20 days ago
916	Sr. Designer-Design of analytical system integration-TX	Houston, TX	Siemens	NaN	Siemens is rigorously demonstrating the advantages that this setup provides. Siemens follows Executive Order 11246, including the Pay Transparency...	30+ days ago
917	Process Automation- Digital Enterproise- Portfolio Sales Pro...	Arlington, TX	Siemens	NaN	            Presentation of the Siemens Digital Enterprise (DE) strategy and the Siemens DE portfolio for industrial companies, interest groups, universities, external...	7 days ago
918	Project Manager - Buildng Automation Solutions - Austin TX	Austin, TX 78750	Siemens	NaN	Siemens is a globally diversified engineering powerhouse:. Must have a valid driverâ€™s license in good standing and be 21 years old to participate in the...	30+ days ago
919	Lead Java Developer	Plano, TX	Siemens	NaN	            Support all Siemens cloud services. Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based...	7 days ago
920	Software Engineer - Meshing / Surface Preparation	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	Nan
921	Software Engineer-STAR-ICE	Nan	Siemens	NaN	Siemens PLM is looking for a Software Engineer to join the STAR-ICE. As a global technology company, Siemens is rigorously leveraging the advantages that this...	Nan
922	Customer Service Center Coordinator - Building Automation/HV...	Irving, TX	Siemens	NaN	Siemens has helped to modernize nearly 7,000 buildings worldwide,. The Siemens Building Technologies Division is the North American market....	30+ days ago
923	C++ Software Engineer â€“ Quantitative Data Analysis (GL)	Austin, TX 78750	Siemens	NaN	Siemens PLM is seeking a software developer to contribute to our. Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware...	7 days ago
924	Design Engineer I - Building Automation Systems	Houston, TX	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	30+ days ago
925	MindSphere Principal Software Engineer	Plano, TX	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. We are seeking a passionate and enthusiastic Solution...	5 days ago
926	Sr. Energy Services Sales Executive-Dallas/Fort Worth, TX	Irving, TX	Siemens	NaN	            Educate the market and customers on SIEMENS capabilities and identify opportunities to address customer needs with SIEMENS solutions and services....	30+ days ago
927	Design Engineer II - Fire & Security Systems (NICET II)	San Antonio, TX 78249	Siemens	NaN	Siemens Building Technologies is growing! The Siemens Building Technologies Division is the North American market leader for safe and secure, energy-efficient...	7 days ago
928	Teamcenter Migration Architect - Major US City (Preferred: D...	Plano, TX	Siemens	NaN	            Leverage migration best practices and templates for the Siemens PLM Software solution delivered to provide customer value....	7 days ago
929	Environmental Health & Safety Specialist â€“ Building Technolo...	Houston, TX	Siemens	NaN	Siemens Building Technologies. Previous Experience in a Siemens divisional EHS Role. The Siemens Building Technologies Division is the world market leader for...	30+ days ago
930	Senior Sales Executive - Fire Service - San Antonio TX	San Antonio, TX 78249	Siemens	NaN	            Experience with Siemens fire alarm systems. Expands the value of assigned accounts for all Siemens Building Technologies offerings....	19 days ago
931	Software Engineer- Fluid Dynamics Framework	Austin, TX 78750	Siemens	NaN	            Support CFD modeling within Siemens PLM's flagship multi-physics. Siemens PLM is seeking software development professionals to contribute....	20 days ago
932	Software Engineer - Meshing / Surface Preparation	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	Nan
933	Software Engineer-STAR-ICE	Nan	Siemens	NaN	Siemens PLM is looking for a Software Engineer to join the STAR-ICE. As a global technology company, Siemens is rigorously leveraging the advantages that this...	Nan
934	Senior Test Engineer - Intelligent Traffic Systems	Austin, TX 78750	Siemens	NaN	            At Siemens, we make life better for people, and at Siemens ITS we positively impact the quality of life of millions of American drivers daily by making traffic...	30+ days ago
935	Software Developer - Intelligent Traffic Systems	Austin, TX 78750	Siemens	NaN	            At Siemens we make life better for people, and at Siemens ITS we positively impact the quality of life of millions of American drivers daily by making traffic...	30+ days ago
936	Senior Fire Alarm Technician	Irving, TX	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	30+ days ago
937	C++ Software Engineer â€“ Quantitative Data Visualization (GL)	Austin, TX 78750	Siemens	NaN	Siemens PLM is seeking a software developer to contribute to our. Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware...	7 days ago
938	Account Manager - HVAC OEM Channel - Building Technologies -...	Irving, TX	Siemens	NaN	Siemens has helped to modernize nearly 7,000 buildings worldwide,. The Siemens Building Technologies Division is the North American market....	28 days ago
